AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
112,FALSE,CAL FIRE Tuolumne/Calaveras Unit,,2015,TRUE,/incidents/2015/8/15/tulloch/fire/,,,Tuolumne,55,,,,16/08/2015,,FALSE,TRUE,,,,37.83618,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",/120.61691,FALSE,Tulloch Fire,100,,TRUE,"The Tulloch Fire started on August 15, 2015 and burned 112 acres south near Hwy 108 & Tulloch Rd, south of Lake Tulloch (Tuolumne County).","Tulloch Fire, Tuolumne County, Hwy 108, Tulloch Road, Lake Tulloch",15/08/2015,Finalized,,,,,72c7a5c9/82c2/44c4/8bf2/241fb36e1ee7,2015/08/16T19:20:00Z,
111,FALSE,Bureau of Land Management / Northern California District,,2015,FALSE,/incidents/2015/6/30/shinn/fire/,,,Lassen,18,,,,03/07/2015,,FALSE,TRUE,,,,0,"near Shinn Mountain, 10 miles southeast of Ravendale",0,FALSE,Shinn Fire,100,,TRUE,"The Shinn Fire started on June 30, 2015 near Shinn Mountain, 10 miles southeast of Ravendale (Lassen County) and burned 111 acres.","Shinn Fire, Lassen County, Ravendale",30/06/2015,Finalized,,,,,a0d1975a/fe2c/411d/93c0/13b479eee916,2015/07/03T18:00:00Z,
110,FALSE,CAL FIRE Amador/El Dorado Unit,2,2015,TRUE,/incidents/2015/9/3/apple/fire/,"Firefighters are battling a wind driven grass fire off Apple Rd in Wilton, CA. Currently no structures are threatened. Forward progress has been stopped.",,Sacramento,34,1,2,11,03/09/2015,,FALSE,TRUE,,2,,0,Off Apple Rd in Wilton,0,TRUE,Apple Fire,100,,TRUE,"The Apple Fire started on September 3, 2015 off Apple Road in Wilton, California (Sacramento County).","Apple Fire, Sacramento County, Wilton, September 2015.",03/09/2015,Finalized,,,,,20348e67/4eac/42ae/ad4e/57ca0add2914,2015/09/03T14:30:00Z,4
110,FALSE,CAL FIRE Tehama/Glenn Unit,,2015,TRUE,/incidents/2015/8/8/36/fire/,,,Tehama,52,,,,09/08/2015,,FALSE,TRUE,,,,40.3506868,off Highwat 36 near Paynes Creek,/121.7786799,TRUE,36 Fire,100,,TRUE,"Fire started on August 8, 2015 off Highway 36 near Paynes Creek (Tehama County) and burned 110 acres.","36 Fire off HWY 36 near Paynes Creek, Tehama County",08/08/2015,Finalized,,1,,,ffbc1cb8/be33/4483/8442/85ab2587dce4,2015/08/09T20:30:00Z,
110,FALSE,CAL FIRE Nevada/Yuba/Placer Unit,,2015,TRUE,/incidents/2015/6/8/riosa/fire/,,,Placer,31,,,,08/06/2015,,FALSE,TRUE,,,,0,"Riosa Rd & Thousand Oaks Dr, north of Lincoln",0,TRUE,Riosa Fire,100,,TRUE,"The Riosa Fire burned 110 acres on June 8th off Riosa Road and Thousand Oaks Dr, north of Lincoln in Placer County.","Riosa Fire, Riosa Rd, Thousand Oaks Dr, north of Lincoln, Placer County",08/06/2015,Finalized,,,,,38fd77e5/9688/42b4/b092/f517e75ef7a8,2015/06/08T11:45:00Z,
109,FALSE,CAL FIRE Shasta/Trinity Unit,,2015,TRUE,/incidents/2015/9/11/walker/fire/,"Full containment has been reached and firefighters will patrol the area for the next few days. Limited resources will remain committed working on fire suppression repair and backhauling of hose utilized for fire suppression.
",,Shasta,45,2,,2,13/09/2015,,FALSE,TRUE,,,,40.47512,Windwalker Ln & Small Farms Dr in Igo,/122.52541,TRUE,Walker Fire,100,45,TRUE,"Walker Fire started on September 11, 2015 on Windwalker Ln & Small Farms Dr in Igo (Shasta County) and burned 109 acres.","Walker Fire, Windwalker Ln & Small Farms Dr in Igo, (Shasta County) September 2015.",11/09/2015,Finalized,,,,,dbd39ec2/546c/4afc/9ff2/b1939eead03e,2015/09/13T10:15:00Z,1
108,FALSE,CAL FIRE Tuolumne/Calaveras Unit,,2015,TRUE,/incidents/2015/9/8/oak/fire/,"Please watch for firefighting personnel and equipment on the road. For firefighter safety and your own, use extreme caution when driving in the area, and consider staying completely away unless you are a resident.
<p>Firefighters are continuing to mopup and patrol the area.",Old Oak Ranch Road  remains closed. Big Hill Road is open.,Tuolumne,55,3,,3,15/09/2015,,FALSE,TRUE,,,1,38.04684,"off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora ",/120.30188,TRUE,Oak Fire,100,59,TRUE,"The Oak Fire started on September 8, 2015 off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora in (Tuolumne County) and burned 108 acres.","Oak Fire, off Old Oak Ranch Rd, Big Hill Rd, Cedar Ridge area, Sonora, Tuolumne County",08/09/2015,Finalized,,3,,,40f44488/051f/4412/a577/c932f2ce751d,2015/09/15T19:15:00Z,
104,FALSE,CAL FIRE Butte Unit ,,2015,TRUE,/incidents/2015/10/2/munjar/fire/,,,Butte,4,,,,02/10/2015,,FALSE,TRUE,,,,39.8707,"Munjar Rd, 10 miles north of Chico",/121.8938,FALSE,Munjar Fire,100,,TRUE,"The Munjar Fire started on October 2, off Munjar Rd, 10 miles north of Chico in Butte County. ","Munjar Fire, Butte County, Munjar Rd, 10 miles north of Chico, October ",02/10/2015,Finalized,,,,,897d01d8/dd38/43e2/bcd6/fa62aac03318,2015/10/02T17:50:00Z,
100,FALSE,San Bernardino National Forest,,2015,FALSE,/incidents/2015/6/25/sterling/fire/,,,San Bernardino,36,,,,29/06/2015,,FALSE,TRUE,,,,34.165974,Sterling Avenue x Foothill Drive East,/117.243878,FALSE,Sterling Fire,100,,TRUE,"The Sterling Fire started on June 25, 2015 off Sterling Avenue and Foothill Drive East in San Bernardino County and burned 100 acres.","Sterling Fire, San Bernardino COunty, Sterling Ave, June 25, 2015.

",25/06/2015,Finalized,,,,,ff28ce24/a13b/4903/85de/faec825de35b,2015/06/29T09:00:00Z,
95,FALSE,CAL FIRE San Benito/Monterey Unit,,2015,TRUE,/incidents/2015/9/19/laureles/fire/,,,Monterey,27,,,,21/09/2015,,FALSE,TRUE,,,,36.5696373,off Laureles Grade and Highway 68 ,/121.7556029,FALSE,Laureles Fire,100,,TRUE,The Laureles Fire in Monterey County burned 95 acres in September 2015,"Laureles Fire, Monterey County, Laureles Grade Hwy 68 September 2015

252",19/09/2015,Finalized,,,,,9569dcd6/c94f/4849/a90a/db58bfc77bee,2015/09/21T18:20:00Z,
95,FALSE,CAL FIRE San Luis Obispo Unit,,2015,TRUE,/incidents/2015/7/10/deer/fire/,,,San Luis Obispo,40,14,1,15,15/07/2015,,FALSE,TRUE,,2,,35.7183,southwest of Lake Nacimiento ,/121.0157,TRUE,Deer Fire,100,379,TRUE,Firefighters are battling a 150 acre fire southwest of Lake Nacimiento (San Luis Obispo County). ,"Deer Fire, southwest of Lake Nacimiento, San Luis Obispo County, July",10/07/2015,Finalized,,,,,598a3d54/ce60/466e/b44f/0e7c8f9e4ff5,2015/07/15T07:00:00Z,2
90,FALSE,CAL FIRE Shasta/Trinity Unit,,2015,TRUE,/incidents/2015/7/30/sprig/fire/,,,Shasta,45,,,,31/07/2015,,FALSE,TRUE,,,,40.49865,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding",/122.20109,FALSE,Sprig Fire,100,,TRUE,"The Sprig Fire started on July 30, 2015 and burned 90 acres of Sprig Way and Millville Plains Rd., 10 miles southeast of Redding in Shasta County.","Sprig Fire, July 30, 2015, Shasta County, Millville, 314",30/07/2015,Finalized,,,,,8232dfd5/eda3/4766/83ec/83365cf21d93,2015/07/31T18:30:00Z,
86,FALSE,CAL FIRE Tulare Unit,,2015,TRUE,/incidents/2015/7/30/advance/fire/,The fire experienced minimal fire behavior overnight but firefighters will continue to remain on scene as they continue to mop up and begin suppression repair efforts within the fire area.  ,,Tulare,54,6,,10,05/08/2015,,FALSE,TRUE,,,4,36.49845,5 miles north of the community of Three Rivers near Advance,/118.9009,TRUE,Advance Fire,100,150,TRUE,"The Advance Fire started on July 30, 2015 and burned 86 acres near 5 miles north of the community of Three Rivers near Advance in Tulare County.","Advance Fire, Tulare County, July 30, 2014, Three Rivers, 315",30/07/2015,Finalized,,,,,2a6270c5/859f/4ffa/91c2/ecbee5ebdd7b,2015/08/05T17:45:00Z,1
80,FALSE,CAL FIRE San Diego Unit / Chula Vista Fire Department,,2015,TRUE,/incidents/2015/6/26/otay/fire/,,,San Diego,37,,,,26/06/2015,,FALSE,TRUE,,,,32.6449163,off Otay Lakes Road and Woods Drive in Chula Vista,/116.9454387,FALSE,Otay Fire,100,,TRUE,"The Otay Fire started on June 26, 2016 off Otay Lakes Rd. and Woods Drive in Chula Vista (San Diego County.) Fire burned 80 acres in June 2015.","Otay Fire, San Diego County, Otay Lakes Rd., Chula Vista, June 26, 2015.",26/06/2015,Finalized,,,,,45a0a39f/b4b0/409c/9057/0942c567b7c3,2015/06/26T22:15:00Z,
80,FALSE,"**This is no longer a CAL FIRE incident.  At 6 pm on Thursday, June 04, BIA took over management of the fire**",,2015,TRUE,/incidents/2015/6/1/harrison/fire/,,,Riverside,33,,,,05/06/2015,,FALSE,TRUE,,,,0,Avenue 66 and Harrison Street near Thermal  ,0,FALSE,Harrison Fire,100,,TRUE,"The Harrison Fire, near Ave. 66 and Harrison St. near Thermal, burned 80 acres and was 95% contained when command was turned over to BIA on June 04, 2015. ","Harrison Fire, June 2015, Riverside, Thermal, BIA",01/06/2015,Finalized,,,,,c5e798e2/cba3/4d9a/aa19/389f845bf877,2015/06/05T16:32:00Z,
77,FALSE,CAL FIRE Lassen/Modoc Unit,,2015,TRUE,/incidents/2015/7/23/3/12/fire/,,,Modoc,25,,,,25/07/2015,,FALSE,TRUE,,,,40.856422,"in Dixie Valley, southwest of Bieber",/121.101623,FALSE,3/12 Fire,100,,TRUE,"The 3/12 Fire started on July 23, 2015 in Dixie Valley, southwest of Bieber in Modoc County and burned 77 acres.","Three Twelve Fire, 3/12, Modoc County, Dixie Valley, Bieber",23/07/2015,Finalized,,,,,12f68592/30e3/461c/b489/bc99ba52a38a,2015/07/25T22:00:00Z,
75,FALSE,CAL FIRE Shasta/Trinity Unit,,2015,TRUE,/incidents/2015/8/2/fern/fire/,Firefighters made good overnight progress in their efforts to contain the fire. Fire crews will continue to work aggressively until full containment is achieved. ,,Shasta,45,,,,04/08/2015,,FALSE,TRUE,,,,40.67868,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run",/121.93244,TRUE,Fern Fire,100,,TRUE,"The Fern Fire started on August 2, 2015 and burned 75 acres off Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run in Shasta County.","Fern Fire, August 2, 2015, Shasta County, Oak Run Road.",02/08/2015,Finalized,,,,,dfd02b2e/7e2d/4636/a178/0ebff2d170c8,2015/08/04T18:00:00Z,
75,FALSE,CAL FIRE Shasta/Trinity Unit,,2015,TRUE,/incidents/2015/7/29/mallard/fire/,Firefighters continued overnight to aggressively fight the fire. Fire crews made great progress last night but are concerned about the weather forecasted for today. Weather continues to be hot and dry with very low moisture recovery at night. Firefighters will work throughout the day mopping up and making sure all hot spots are extinguished.,,Shasta,45,1,,4,31/07/2015,,FALSE,TRUE,,,2,40.509552,off Mallard Way in Millville ,/122.199227,TRUE,Mallard Fire,100,40,TRUE,"The Mallard fire started on July 29, 2015 and burned 75 acres off Mallard Way in Millville (Shasta County.)","Mallard Fire, Shasta County, July 29, 2015",29/07/2015,Finalized,,1,,,259d9359/0cc2/4058/bfc2/f28ab2a540f4,2015/07/31T18:40:00Z,4
75,FALSE,USFS / El Dorado National Forest ,,2015,FALSE,/incidents/2015/7/23/kyburz/fire/,,,El Dorado,9,,,,29/07/2015,,FALSE,TRUE,,,,38.776,off Hwy 50 at White Hall Canyon Dr in Kyburz,/120.404,FALSE,Kyburz Fire,100,,TRUE,The Kyburz Fire started on July 23 and burned 75 acres off Hwy 50 at White Hall Canyon Dr on the El Dorado National Forest in El Dorado County. ,"Kyburz Fire, Hwy 50, White Hall Canyon Dr, El Dorado County ",23/07/2015,Finalized,,,,,74635a69/f34f/4c6e/9e09/1a32d732bb42,2015/07/29T14:15:00Z,
75,FALSE,CAL FIRE Butte Unit,,2015,TRUE,/incidents/2015/7/1/webb/fire/,,,Butte,4,,,,01/07/2015,,FALSE,TRUE,,,,0,"off LaPorte Rd, east of Bangor",0,FALSE,Webb Fire,100,,TRUE,"The Webb Fire started on July 1, 2015 off LaPorte Rd, east of Bangor (Butte County) burned 75 acres in July 2015.","Butte County, 2015, Webb Fire, LaPorte Rd, Bangor",01/07/2015,Finalized,,,,,8581f0b0/92da/4ce1/8d6f/e32557515a1e,2015/07/01T20:20:00Z,
72,FALSE,CAL FIRE Butte Unit,4,2015,TRUE,/incidents/2015/9/2/olive/fire/,Fire crews battled a wildland fire that threatened several structures in the area. Aircraft and ground crews held the fire at 51 acres and limited damage to one travel trailer. Crews will remain at scene throughout the night.,Temporary road closure to Mission Olive Road,Butte,4,5,3,14,03/09/2015,,FALSE,TRUE,,3,,26.42,"Off of Olive Tree Lane, south of Oroville ",/121,TRUE,Olive Fire,100,190,TRUE,"Olive Fire, Butte County, Olive Tree Lane, south of Oroville","The Olive Fire started on September 2, 2015 off of Olive Tree Lane, south of Oroville (Butte County).",02/09/2015,Finalized,,1,,,3435fd06/f77e/42c3/8fa5/261cf0cb828c,2015/09/03T19:35:00Z,5
69,FALSE,Klamath National Forest,,2015,FALSE,/incidents/2015/8/20/prairie/fire/,,,Siskiyou,47,,,,22/08/2015,,FALSE,TRUE,,,,0,LaHonda Well area northeast of the community of Tennant,0,FALSE,Prairie Fire,100,,TRUE,The Prairie Fire burned 69 acres in the LaHonda Well area northeast of Tennant in Siskiyou County in August 2015.,"Prairie Fire, Siskiyou County, LaHonda Well, Tennant, Klamath National Forest",20/08/2015,Finalized,,,,,bd869df0/5333/4b9f/957f/b3d563f09f94,2015/08/22T18:00:00Z,
67,FALSE,Kern County Fire,,2015,TRUE,/incidents/2015/6/15/pass/fire/,,,Kern,15,,,,15/06/2015,,FALSE,TRUE,,,,35.77937,Off of Hwy 41 near Cottonwood Pass,/120.19482,FALSE,Pass Fire,100,,TRUE,"The Pass Fire started on June 15, 2015 off Highway 41 near Cottonwood Pass (Kern County).","Pass Fire, Kern County, June 15, 2015, ",15/06/2015,Finalized,,,,,17b99f78/78b8/4bd1/90fc/5d9c3cb61b95,2015/06/15T18:45:00Z,
65,FALSE,San Bernardino National Foerst,,2015,FALSE,/incidents/2015/8/1/scales/fire/,,,San Bernardino,36,,,,05/08/2015,,FALSE,TRUE,,,,0,"Cajon Pass, I/15 and Highway 138",0,FALSE,Scales Fire,100,,TRUE,"The Scales fire started on August 1, 2015 and burned 65 acres near I/15 and Highway 138 in the Cajon Pass in the San Bernardino National Forest, San Bernardino County.","scales fire, san Bernardino national forest, Cajon Pass, August 2, 2015, I/15, ",01/08/2015,Finalized,,,,,d95a4f8c/008a/4691/b1b2/9173b4dca34d,2015/08/05T09:00:00Z,
60,FALSE,CAL FIRE Fresno Unit/Fresno County Fire,,2015,TRUE,/incidents/2015/7/18/kerkhoff/fire/,,,Fresno,10,,,,22/07/2015,,FALSE,TRUE,,,,0,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",0,FALSE,Kerkhoff Fire,100,,TRUE,The Kerkhoff Fire started on July 18 off Powerhouse rd north of the community of Auberry in Fresno County and burned 60 acres. ,"Kerkhoff Fire, Fresno County, Auberry, Powerhouse road",18/07/2015,Finalized,,,,,77b8e450/18b2/4fc4/a9d0/403594095482,2015/07/22T10:00:00Z,
60,FALSE,CAL FIRE Lassen/Modoc Unit,,2015,TRUE,/incidents/2015/6/19/dixie/fire/,,,Lassen,18,,,,20/06/2015,,FALSE,TRUE,,,,40.875667,"Dixie Valley, south of Bieber",/121.033667,FALSE,Dixie Fire,100,,TRUE,"The Dixie Fire started on June 19, 2015 in the Dixie Valley, south of Bieber in Lassen County and burned 60 acres.","Dixie Fire, Dixie Valley, south of Bieber, Lassen County, June 19, 2015",19/06/2015,Finalized,,,,,1ca8b1e7/5590/448b/86ba/6dfa4937baa6,2019/07/01T13:08:42.06Z,
60,FALSE,CAL FIRE Riverside Unit / Riverside County Fire,,2015,TRUE,/incidents/2015/6/18/grapefruit/fire/,,,Riverside,33,,,,21/06/2015,,FALSE,TRUE,,,,0,Off Grapefruit Blvd in Thermal,0,FALSE,Grapefruit Fire,100,,TRUE,"The Grapefruit Fire started on June 18, 2015 off Grapefruit Blvd in Thermal (Riverside County).","Grapefruit Fire, Riverside County, Grapefruit Blvd, Thermal CA, June 18, 2015",18/06/2015,Finalized,,,,,2d114fe4/57c1/4ac1/a9ec/923dde4d9292,2015/06/21T07:25:00Z,
60,FALSE,CAL FIRE Madera/Mariposa/Merced Unit,,2015,TRUE,/incidents/2015/6/18/triangle/fire/,,,Mariposa,22,,,,19/06/2015,,FALSE,TRUE,,,,0,"Triangle Rd and Nickel Plate Rd, north of Bootjack",0,TRUE,Triangle Fire,100,,TRUE,"The Triangle Fire started on June 18 off Triangle Rd and Nickel Plate Rd, north of Bootjack (Mariposa County)","Triangle Fire, Triangle Rd, Nickel Plate Rd, north of Bootjack, Mariposa County, June 18, 2015.",18/06/2015,Finalized,,,,,8d98f943/8a04/4ad5/b884/84986a521c3f,2015/06/19T20:05:00Z,
60,FALSE,CAL FIRE Amador/El Dorado Unit,,2015,TRUE,/incidents/2015/6/16/north/fire/,,,Amador,3,,,,17/06/2015,,FALSE,TRUE,,,,38.260777,"Dry Creek and E Prouty Rd, west of Herald",/121.135426,FALSE,North Fire,100,,TRUE,"The North Fire started on June 16, 2015 near Dry Creek and E Prouty Rd, west of Herald (San Joaquin County).","North Fire, Amador County, West of Herald, Dry Creek and E Prouty Rd",16/06/2015,Finalized,,,,,e2077d05/1f06/4939/8857/9f630a4b722e,2015/06/17T06:45:00Z,
59,FALSE,CAL FIRE Shasta/Trinity Unit,,2015,TRUE,/incidents/2015/8/3/point/fire/,Firefighters responded to a vegetation fire in the West Valley area and were quickly able to stop the forward spread of the fire. Fire crews have made excellent progress containing the fire and will continue until full containment is reached. ,,Shasta,45,,,2,04/08/2015,,FALSE,TRUE,,,,40.3929,"Gas Point and Happy Valley Rd, west of Cottonwood",/122.40546,TRUE,Point Fire,100,,TRUE,"The Point Fire started on August 3, 2015 and burned 59 acres off Gas Point and Happy Valley Rd, west of Cottonwood in Shasta County.","Point Fire, Gas Point and Happy Valley Rd, West Valley, Shasta Trinity, August 2015",03/08/2015,Finalized,,,,,6c5fcfc7/659a/44ee/b225/c4ae919882e7,2015/08/04T08:15:00Z,1
58,FALSE,Shasta/Trinity National Forest ,,2015,FALSE,/incidents/2015/10/10/military/fire/,,,Siskiyou,47,,,,10/10/2015,,FALSE,TRUE,,,,0,Along Military Pass Road ,0,FALSE,Military Fire,100,,TRUE,The Military Fire started on October 10 off Military Pass Road on the Shasta/Trinity National Forest in Shasta County.,"Military Fire, Military Pass Road, Shasta/Trinity Forest, Shasta County",10/10/2015,Finalized,,,,,e4223f98/44fa/44bd/9ec9/3219206068d2,2015/10/10T18:45:00Z,
55,FALSE,USFS / San Bernardino National Forest,,2015,FALSE,/incidents/2015/8/23/summit/fire/,,,San Bernardino,36,,,,11/09/2015,,FALSE,TRUE,,,,34.23,"at Knickerbocker Road and Pine Knot, south of Big Bear Lake",/116.883,FALSE,Summit Fire,100,,TRUE,"Summit fire started on August 23, 2015 at Knickerbocker Road and Pine Knot, south of Big Bear Lake (San Bernardino County) and burned 55 acres.","Summit Fire, San Bernardino National Forest, Big Bear Lake, August 23, 2015.
271",23/08/2015,Finalized,,,,,d0875efe/54fb/4cc2/b647/4f4d210df118,2015/09/11T15:00:00Z,
55,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,/incidents/2015/8/9/de/luz/fire/,,,San Diego,37,,,,10/08/2015,,FALSE,TRUE,,,,33.4115972,De Luz Rd and De Luz Murrieta Rd,/117.2886249,FALSE,De Luz Fire,100,,TRUE,"De Luz Fire started on August 9, 2015 off De Luz Road near the community of De Luz (San Diego County) and burned 55 acres.","De Luz Fire, off De Luz Rd and De Luz Murrieta Rd, San Diego County, August 2015",09/08/2015,Finalized,,,,,3cc1aa4c/b87d/4b4d/99b1/83dc56291b33,2015/08/10T15:05:00Z,
55,FALSE,CAL FIRE Tehama/Glenn Unit,,2015,TRUE,/incidents/2015/6/17/fork/fire/,,,Tehama,52,,,,17/06/2015,,FALSE,TRUE,,,,40.0133,"Off Lowery Rd, north of Paskenta",/122.552,FALSE,Fork Fire,100,,TRUE,"The Fork Fire started on June 17, 2015 off Lowrey Rd, north of Paskenta (Tehama County).","Fork Fire, Tehama County, Lowery Rd, north of Paskenta, June 17, 2015.",17/06/2015,Finalized,,,,,7934d7bb/15e1/4217/8fa1/552e4f3d8091,2015/06/17T18:30:00Z,
54,FALSE,CAL FIRE San Bernardino Unit/San Bernardino National Forest ,,2015,TRUE,/incidents/2015/7/12/mill/2/fire/,,,San Bernardino,36,,,,21/07/2015,,FALSE,TRUE,,,,34.0783472,"Mill Creek Rd and Bryant St, east of Mentone",/117.0487863,TRUE,Mill 2 Fire,100,,TRUE,"Mill 2 Fire started on July 12, 2015 off Mill Creek Rd and Bryant St, east of Mentone (San Bernardino County)and burned 54 acres.","Mill 2 Fire, Mill Creek Rd and Bryant St, east of Mentone San Bernardino County, July 2015",12/07/2015,Finalized,,,,,c8fb2c4c/2275/4ad1/aef3/859e332a1a47,2015/07/21T07:20:00Z,
53,FALSE,CAL FIRE Santa Clara Unit,,2015,TRUE,/incidents/2015/6/25/tesla/fire/,,,Alameda,1,,,,25/06/2015,,FALSE,TRUE,,,,0,"off Tesla Road, southeast of Livermore",0,FALSE,Tesla Fire,100,,TRUE,The Tesla Fire southeast of Livermore burned 53 acres in Alameda County.,"Tesla Fire, Tesla, Livermore, Alameda, Alameda County, 2015",25/06/2015,Finalized,,,,,418c9abb/935a/4157/91a3/f511c197785b,2015/06/25T18:45:00Z,
52,FALSE,Santa Barbara County Fire,,2015,TRUE,/incidents/2015/8/1/white/fire/,,,Santa Barbara,42,,,,31/12/1969,,FALSE,TRUE,,,,34.9522,"off White Oak Ln, east of Santa Maria",/120.2903,FALSE,White Fire,100,,TRUE,"The White Fire started on August 1, 2015 and burned 52 acres off White Oak Lane, east of Santa Maria in Santa Barbara County.","White Fire, Santa Barbara County, Santa Maria, August 1, 2015",01/08/2015,Finalized,,,,,f136ba8d/f6bb/4bad/9815/1d56f9dc8650,1969/12/31T16:00:00Z,
